country,sub_region,language_1,language_2,language_3,ign,team_role,igl,standings,team_name_full,shorthand,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map
Turkey,Turkey,Turkish,,,sturNN,Smoker,FALSE,10th,Fenerbahçe Esports,FB,Omen,Viper,Brimstone,21,246,319,121,0.77,1.15,170,11.7,15.1,5.7
Russia,Levant and North Africa,Russian,,,swagzor,Entry,FALSE,6th,Team Occupy,OPY,Raze,Jett,Yoru,31,552,491,82,1.12,1.29,241,17.8,15.8,2.6
Italy,Italy,Italian,,,sword,Support,FALSE,3rd,Outplayed,OP,Sova,Viper,Skye,20,236,294,143,0.8,1.28,166,11.8,14.7,7.1
Portugal,Portugal,Portuguese,Mirandese,,symoN,Smoker,FALSE,6th,Hurricane Of Feathers,HOF,Omen,,,1,9,17,16,0.52,1.47,139,9,17,16
Italy,Italy,Italian,,,syyse,Support,FALSE,7th,RTZN,RTZN,Gekko,Sova,Breach,11,154,158,80,0.97,1.48,184,14,14.3,7.2
Denmark,North EMEA,Danish,English,,szoren,Support,FALSE,3rd,Requiem,RQM,KAY/O,Skye,Fade,29,456,425,198,1.07,1.53,203,15.7,14.6,6.8
Russia,Levant and North Africa,Russian,,,tellfeenzo,Anchor,FALSE,6th,Team Occupy,OPY,Killjoy,Cypher,Viper,31,450,473,117,0.95,1.19,202,14.5,15.2,3.7
France,France,French,,,thebigfiz,Flex,FALSE,4th,Mandatory,MDR,Viper,Breach,Iso,26,364,363,218,1,1.6,191,14,13.9,8.3
Saudi Arabia,GCC and Iraq,Arabic,,,tmy,Anchor,FALSE,7th,Dragons Esports,DRGN,Killjoy,Cypher,Chamber,31,402,483,125,0.83,1.09,177,12.9,15.5,4
Germany,East EMEA,German,,,treelover,Smoker,FALSE,10th,ESC Gaming,ESC,Omen,Viper,,22,311,359,153,0.86,1.29,182,14.1,16.3,6.9
Portugal,Portugal,Portuguese,Mirandese,,tripsy,Anchor,FALSE,4th,Impulse Gaming Warriors,IGW,Killjoy,Viper,Cypher,18,255,261,73,0.97,1.25,198,14.1,14.5,4
United Arab Emirates,GCC and Iraq,Arabic,,,vAgue,Entry,FALSE,2nd,Unity Esports,UNT,Jett,Raze,,40,716,612,90,1.16,1.31,235,17.9,15.3,2.2
Lithuania,Levant and North Africa,Lithuanian,,,vakk,Anchor,FALSE,3rd,NASR Esports,NASR,Cypher,Killjoy,Gekko,33,480,415,141,1.15,1.49,204,14.5,12.5,4.2
Kuwait,GCC and Iraq,Arabic,,,vlt,Entry,FALSE,7th,Dragons Esports,DRGN,Raze,Jett,Reyna,31,513,502,83,1.02,1.18,220,16.5,16.1,2.6
Turkey,Turkey,Turkish,,,w0zzip,Support,FALSE,5th,Fire Flux Esports,FF,Gekko,KAY/O,Breach,26,354,382,200,0.92,1.45,177,13.6,14.6,7.6
United Kingdom,Italy,Italian,English,,waddle,Support,FALSE,1st,DSYRE,DSY,Sova,Skye,Fade,19,280,213,143,1.31,1.98,200,14.7,11.2,7.5
Poland,East EMEA,Polish,,,westside,Anchor,FALSE,2nd,Diamant Esports,DIA,Killjoy,Viper,Sage,39,585,527,162,1.11,1.41,201,15,13.5,4.1
Germany,DACH,German,,,xJini,Smoker,FALSE,5th,ALTERNATE aTTaX,ATN,Omen,Viper,Brimstone,27,346,374,201,0.92,1.46,180,12.8,13.8,7.4
Poland,Italy,Italian,Polish,,xad,Entry,FALSE,8th,Axolotl,AXL,Raze,,,3,45,56,14,0.8,1.05,178,15,18.6,4.6
Germany,DACH,German,,,xanarchy,Support,FALSE,3rd,Eintracht Frankfurt,SGE,Sova,Gekko,Skye,29,412,432,219,0.95,1.46,178,14.2,14.8,7.5
Italy,Italy,Italian,,,xazyy,Support,FALSE,8th,Axolotl,AXL,Breach,Omen,Sova,10,102,167,69,0.61,1.02,147,10.2,16.7,6.9
Kuwait,GCC and Iraq,Arabic,,,xelouz,Support,FALSE,2nd,Unity Esports,UNT,Breach,KAY/O,Skye,41,618,565,366,1.09,1.74,195,15,13.7,8.9
Russia,Levant and North Africa,Russian,,,xenon,Smoker,FALSE,3rd,NASR Esports,NASR,Omen,Viper,Brimstone,33,437,417,238,1.04,1.61,181,13.2,12.6,7.2
Turkey,Turkey,Turkish,,,xeus,Entry,FALSE,2nd,HOWL Esports,HOWL,Raze,Jett,,34,719,535,128,1.34,1.58,278,21.1,15.7,3.7
Poland,East EMEA,Polish,,,xiTsha,Support,FALSE,2nd,Diamant Esports,DIA,Omen,Gekko,KAY/O,39,591,562,253,1.05,1.5,200,15.1,14.4,6.4
Portugal,Portugal,Portuguese,Mirandese,,xini,Entry,FALSE,7th,FUZOS,FUZO,Killjoy,Iso,Reyna,10,187,174,31,1.07,1.25,222,18.7,17.4,3.1
France,France,French,,,xms,Smoker,FALSE,8th,DVM,DVM,Omen,Killjoy,Viper,5,57,65,23,0.87,1.23,166,11.4,13,4.6
Poland,DACH,Polish,,,xuss,Entry,FALSE,1st,MOUZ,MOUZ,Raze,Yoru,Jett,38,751,581,122,1.29,1.5,248,19.7,15.2,3.2
South Korea,Portugal,Korean,,,young,Entry,FALSE,3rd,Ex0Tik Gaming,EX0,Raze,,,6,76,94,28,0.8,1.1,192,12.6,15.6,4.6
Algeria,Levant and North Africa,Arabic,French,,zMART,Entry,FALSE,4th,Onyx Ravens,OXR,Raze,Jett,,33,607,509,115,1.19,1.41,245,18.3,15.4,3.4
Italy,Italy,Italian,,,zShoxy,Entry,FALSE,7th,RTZN,RTZN,Jett,,,1,9,18,2,0.5,0.61,131,9,18,2
Portugal,Portugal,Portuguese,Mirandese,,zePiCzz,Support,FALSE,6th,Hurricane Of Feathers,HOF,Sova,Gekko,,14,212,193,74,1.09,1.48,211,15.1,13.7,5.2
Belarus,EMEA Playins,Russian,Belarusian,,zeddy,Smoker,FALSE,2nd,KPI Gaming,KPI,Omen,Gekko,Brimstone,10,120,145,81,0.82,1.38,172,12,14.5,8.1
Poland,East EMEA,Polish,,,zeek,Support,FALSE,1st,GoNext Esports,GN,Sova,KAY/O,Skye,31,454,397,266,1.14,1.81,211,14.6,12.8,8.5
Germany,DACH,German,,,zery,Entry,FALSE,9th,XPERION NXT,NXT,Raze,Jett,Yoru,20,341,354,85,0.96,1.2,223,17,17.7,4.2
